src,dst,comm
0,39,7
0,37,2
1,31,1
1,37,1
2,45,2
2,42,6
2,37,1
3,66,5
3,64,6
4,66,1
5,36,10
6,22,2
6,49,9
6,13,10
7,50,1
7,37,3
8,44,5
8,10,4
9,12,7
9,67,9
9,50,7
10,53,10
11,62,5
11,38,2
11,53,4
11,37,8
12,29,8
12,27,4
12,68,8
13,60,6
13,36,5
14,15,7
15,25,3
15,42,1
15,16,3
15,22,5
16,20,5
16,18,2
17,29,2
18,65,7
18,46,9
18,51,1
18,33,2
19,61,8
20,35,1
20,31,2
20,43,6
20,49,10
21,31,7
21,36,8
21,59,2
22,24,1
23,26,9
23,43,5
23,27,4
23,63,6
24,58,5
24,28,10
25,64,7
25,34,5
26,41,5
27,29,6
28,38,5
28,41,2
28,40,6
28,37,10
29,33,10
29,56,6
29,59,4
29,38,3
30,40,5
30,34,4
30,68,1
30,64,2
31,47,2
31,45,4
32,36,7
32,55,10
32,44,2
32,47,9
33,69,5
33,56,5
33,49,9
34,48,2
34,39,5
35,46,9
36,65,8
37,46,7
38,46,7
38,54,7
38,56,3
39,52,2
39,63,1
39,44,5
39,67,6
40,55,4
40,67,6
40,47,10
41,56,7
42,58,2
42,45,6
42,66,3
43,54,4
44,54,8
44,68,8
44,50,2
45,62,2
46,61,6
46,53,1
47,61,6
47,63,6
47,59,10
47,50,9
48,60,7
48,58,6
49,56,1
49,68,4
50,66,4
50,69,3
50,55,9
51,69,8
51,57,6
51,68,2
52,60,1
52,54,6
52,53,7
53,68,2
54,69,1
54,62,6
54,58,8
55,57,8
56,68,3
56,65,3
56,58,2
57,59,5
58,60,6
58,68,8
58,69,7
58,62,4
59,66,5
59,64,10
60,62,9
60,66,6
61,62,5
61,65,6
61,69,1
62,64,2
62,68,2
63,64,3
63,67,2
63,68,5
63,69,3
64,68,7
64,67,8
64,69,3
64,65,2
65,67,9
66,68,5
66,67,5
66,69,9
67,68,1
67,69,8
68,69,10
