task,cost
0,37.25
1,20.44
2,15.72
3,16.16
4,49.4
5,45.82
6,27.46
7,18.68
8,22.98
9,13.98
10,47.43
11,18.18
12,29.16
13,25.71
14,12.35
15,44.16
16,10.68
17,18.89
18,14.3
19,33.94
20,40.93
21,16.78
22,38.48
23,25.15
24,22.01
25,29.61
26,29.98
27,28.41
28,36.8
29,33.71
30,30.06
31,50.49
32,61.79
33,43.77
34,16.5
35,13.22
36,9.47
37,40.57
38,37.43
39,31.06
40,24.89
41,18.75
42,25.2
43,10.55
44,21.56
45,41.22
46,24.92
47,31.56
48,47.82
49,42.96
50,41.74
51,45.51
52,22.14
53,22.86
54,12.23
55,41.53
56,49.88
57,43.84
58,32.19
59,37.13
60,43.57
61,8.42
62,46.22
63,44.34
64,30.39
65,17.52
66,19.94
67,34.41
68,33.32
69,9.35
70,15.84
71,15.74
72,12.76
73,25.12
74,26.13
75,20.86
76,41.97
77,35.17
78,35.74
79,36.59
