task,cost
0,23.66
1,15.63
2,42.19
3,50.76
4,23.43
5,29.2
6,18.94
7,52.51
8,16.96
9,22.4
10,15.64
11,22.26
12,32.57
13,12.51
14,20.52
15,39.87
16,11.28
17,53.09
18,20.8
19,11.26
20,34.45
21,39.0
22,31.61
23,30.35
24,33.48
25,33.97
26,35.26
27,40.54
28,41.35
29,43.48
30,38.82
31,28.69
32,12.33
33,33.54
34,13.23
35,34.54
36,52.75
37,10.23
38,32.33
39,41.92
40,23.7
41,52.52
42,27.21
43,22.5
44,22.8
45,16.73
46,51.7
47,44.35
48,21.88
49,40.35
50,28.8
51,34.33
52,22.73
53,34.61
54,26.34
55,47.15
56,43.51
57,37.76
58,41.4
59,35.56
60,13.38
61,46.08
62,49.54
63,39.26
64,38.88
65,24.82
66,44.15
67,9.53
68,20.82
69,17.05
