task,cost
0,36.96
1,34.97
2,48.77
3,25.28
4,18.52
5,25.27
6,28.22
7,14.53
8,16.99
9,24.09
10,38.09
11,20.59
12,30.18
13,11.97
14,47.35
15,26.12
16,16.03
17,24.13
18,11.88
19,13.04
20,29.46
21,13.02
22,11.37
23,28.36
24,48.04
25,14.64
26,13.67
27,36.1
28,26.84
29,11.99
30,8.82
31,34.18
32,16.2
33,9.97
34,43.45
35,36.46
36,40.3
37,44.2
38,18.45
39,35.67
40,30.27
41,18.41
42,24.04
43,11.32
44,32.15
45,23.87
46,29.83
47,27.92
48,35.54
49,24.8
50,49.56
51,24.28
52,23.02
53,26.1
54,10.8
55,46.0
56,23.25
57,38.25
58,31.84
59,10.4
60,47.13
61,16.47
62,16.09
63,38.93
64,42.72
65,22.75
66,26.53
67,16.44
68,10.46
69,17.71
70,17.31
71,38.43
72,54.68
73,30.0
74,22.66
75,32.11
76,13.77
77,57.65
78,15.62
79,37.71
