task,cost
0,19.9
1,46.76
2,15.43
3,29.45
4,42.11
5,44.96
6,14.4
7,25.89
8,26.51
9,35.56
10,17.44
11,41.55
12,51.72
13,25.38
14,30.28
15,26.21
16,28.17
17,42.53
18,27.5
19,29.0
20,9.06
21,39.32
22,14.34
23,17.86
24,9.39
25,22.07
26,15.79
27,35.82
28,10.3
29,10.21
30,36.65
31,42.36
32,42.69
33,24.95
34,29.51
35,26.05
36,9.14
37,55.8
38,10.22
39,44.09
40,39.83
41,30.54
42,35.37
43,34.76
44,14.89
45,48.64
46,36.1
47,43.26
48,29.2
49,12.27
50,40.9
51,25.37
52,36.65
53,37.03
54,15.16
55,30.89
56,11.14
57,11.08
58,48.14
59,12.59
60,56.01
61,31.49
62,33.2
63,18.24
64,22.6
65,38.6
66,21.06
67,17.52
68,30.7
69,57.06
