task,cost
0,47.2
1,13.86
2,11.69
3,30.98
4,60.0
5,37.09
6,24.71
7,53.28
8,32.88
9,32.46
10,29.96
11,34.24
12,36.05
13,50.96
14,48.58
15,54.26
16,45.48
17,43.93
18,46.85
19,39.14
20,28.53
21,36.76
22,42.99
23,30.17
24,45.91
25,14.14
26,29.76
27,22.94
28,13.01
29,12.23
30,12.94
31,50.16
32,13.68
33,33.1
34,48.87
35,16.21
36,15.41
37,27.07
38,14.4
39,17.37
40,14.85
41,26.59
42,11.0
43,11.31
44,28.74
45,10.54
46,12.41
47,12.24
48,12.56
49,18.3
50,51.95
51,56.88
52,12.15
53,32.64
54,15.15
55,12.55
56,51.23
57,14.47
58,22.45
59,51.34
