task,cost
0,21.08
1,32.6
2,37.88
3,13.68
4,22.71
5,25.8
6,16.61
7,21.99
8,53.37
9,14.77
10,52.18
11,26.28
12,18.19
13,22.95
14,11.06
15,9.41
16,37.75
17,31.99
18,42.54
19,26.09
20,20.27
21,41.84
22,12.9
23,57.87
24,33.24
25,28.21
26,29.64
27,39.86
28,34.08
29,21.79
30,26.87
31,24.99
32,54.07
33,42.7
34,13.38
35,28.51
36,48.02
37,28.72
38,47.15
39,43.67
40,14.91
41,13.91
42,10.74
43,44.18
44,21.73
45,15.55
46,25.69
47,35.51
48,15.08
49,29.86
50,15.93
51,37.83
52,17.33
53,53.11
54,30.93
55,35.47
56,39.93
57,11.7
58,29.89
59,31.37
60,16.99
61,42.32
62,58.31
63,22.33
64,35.36
65,43.29
66,37.76
67,36.84
68,48.58
69,13.16
70,26.62
71,38.8
72,16.12
73,33.18
74,44.15
75,29.52
76,31.21
77,19.87
78,19.63
79,16.31
80,45.82
81,17.22
82,26.46
83,25.99
84,33.16
85,17.48
86,46.0
87,37.67
88,32.88
89,16.43
90,24.86
91,13.04
92,9.93
93,30.03
94,32.52
95,48.91
96,20.63
97,17.55
98,19.85
99,16.89
