task,cost
0,23.61
1,53.97
2,29.29
3,13.64
4,35.9
5,22.38
6,13.82
7,38.84
8,29.46
9,23.74
10,57.48
11,18.49
12,35.11
13,37.34
14,15.97
15,47.73
16,43.04
17,31.49
18,16.63
19,40.59
20,31.74
21,24.69
22,32.28
23,41.16
24,13.69
25,29.79
26,23.59
27,24.34
28,11.49
29,27.0
30,16.43
31,26.86
32,43.13
33,23.25
34,28.7
35,27.94
36,46.3
37,17.66
38,34.0
39,55.19
40,37.09
41,26.8
42,35.9
43,11.52
44,13.12
45,33.94
46,39.51
47,37.47
48,39.38
49,15.33
50,34.3
51,51.99
52,12.36
53,21.22
54,36.45
55,22.28
56,41.94
57,30.49
58,29.73
59,17.23
60,28.07
61,8.07
62,11.36
63,26.53
64,13.76
65,23.15
66,42.0
67,13.83
68,33.3
69,32.78
70,13.37
71,19.62
72,14.05
73,41.93
74,10.69
75,38.37
76,42.76
77,26.69
78,17.16
79,19.24
80,33.08
81,36.96
82,45.27
83,34.12
84,60.96
85,25.64
86,28.7
87,33.66
88,19.98
89,23.84
