task,cost
0,15.24
1,37.46
2,49.21
3,50.17
4,41.53
5,33.15
6,26.08
7,26.06
8,23.55
9,25.38
10,22.94
11,12.37
12,41.54
13,20.18
14,26.28
15,15.67
16,29.27
17,24.29
18,57.22
19,31.95
20,23.53
21,54.11
22,23.03
23,32.74
24,46.35
25,14.14
26,12.31
27,38.76
28,43.77
29,30.66
30,18.06
31,48.25
32,35.02
33,16.71
34,36.73
35,28.15
36,48.23
37,21.47
38,11.7
39,26.14
40,20.23
41,48.19
42,41.69
43,27.94
44,30.29
45,30.49
46,13.05
47,34.64
48,39.48
49,40.61
50,31.56
51,49.18
52,11.18
53,45.16
54,48.64
55,32.22
56,13.77
57,51.11
58,32.69
59,42.44
60,23.29
61,47.55
62,34.51
63,54.31
64,26.92
65,18.66
66,18.96
67,36.29
68,18.64
69,33.46
70,37.12
71,37.94
72,22.63
73,27.12
74,14.9
75,37.41
76,55.08
77,49.47
78,38.62
79,41.98
80,14.73
81,46.74
82,28.01
83,34.47
84,41.91
85,34.95
86,26.78
87,11.81
88,56.71
89,17.26
90,12.97
91,31.68
92,61.6
93,22.0
94,26.78
95,42.37
96,43.23
97,12.16
98,9.91
99,47.28
