task,cost
0,42.93
1,39.18
2,48.01
3,43.92
4,46.19
5,20.51
6,41.8
7,48.8
8,27.92
9,20.95
10,56.09
11,34.8
12,40.87
13,11.46
14,13.34
15,22.55
16,28.89
17,32.44
18,10.53
19,38.2
20,31.12
21,17.91
22,24.15
23,48.21
24,28.3
25,24.95
26,26.82
27,12.71
28,24.43
29,14.52
30,32.28
31,38.3
32,35.15
33,31.17
34,53.17
35,48.95
36,8.07
37,15.42
38,32.23
39,11.6
40,50.22
41,19.21
42,35.34
43,30.14
44,28.05
45,13.41
46,25.66
47,43.5
48,31.54
49,10.24
50,23.5
51,32.22
52,26.87
53,11.21
54,10.42
55,26.15
56,20.51
57,12.64
58,25.23
59,49.29
60,24.99
61,15.23
62,10.96
63,15.68
64,47.76
65,42.03
66,39.56
67,16.46
68,43.02
69,11.02
