src,dst,comm
0,70,9
0,44,6
0,13,5
1,63,6
2,73,10
2,17,6
2,7,5
3,99,9
3,36,1
4,52,8
4,37,10
5,94,9
5,88,6
6,76,9
6,75,10
7,53,1
7,85,7
7,27,4
8,18,10
8,94,8
9,93,8
9,46,3
9,78,4
9,27,10
10,52,8
10,47,4
10,84,9
11,76,5
11,60,5
11,71,3
11,27,2
12,55,1
12,95,1
12,52,8
12,86,9
13,69,2
14,44,9
14,70,8
14,89,3
15,47,6
16,79,10
17,20,4
18,71,1
18,27,8
19,85,9
20,58,5
21,47,6
22,98,2
22,59,2
23,53,5
23,89,7
23,99,2
23,27,7
24,44,9
24,61,4
24,74,4
25,46,10
25,62,6
26,81,8
26,64,6
27,61,3
27,73,3
28,77,2
29,97,4
29,39,10
29,60,4
30,48,3
30,76,8
31,93,6
31,78,5
31,63,7
32,82,2
32,60,3
32,71,10
32,55,3
33,63,8
33,80,2
34,58,10
35,92,5
35,68,8
36,51,7
36,60,9
37,72,4
38,54,3
38,68,10
38,90,8
38,60,7
39,93,8
39,89,5
39,54,8
40,70,6
40,68,10
40,43,2
41,50,10
41,69,1
41,60,8
41,53,8
42,64,1
42,74,1
42,59,10
42,84,6
43,87,2
43,75,5
44,74,10
44,95,6
44,50,10
44,48,7
45,83,3
46,65,7
47,79,10
47,68,8
48,55,3
48,62,7
48,49,5
48,78,2
49,69,1
49,63,2
49,82,6
49,57,8
50,97,8
50,98,5
51,71,4
51,82,6
51,99,10
51,64,7
52,85,7
52,54,4
52,76,6
52,55,5
53,85,4
53,65,7
54,87,2
55,87,3
55,69,9
55,70,2
56,58,8
56,89,4
56,99,4
56,92,5
57,93,4
57,85,10
57,74,8
58,60,2
58,93,2
59,81,2
59,90,4
59,98,3
59,85,5
60,69,1
60,93,6
60,73,8
61,94,1
61,75,6
61,71,3
61,84,8
62,86,8
62,74,2
62,92,1
62,63,8
63,76,4
63,84,6
63,90,4
64,77,3
64,90,1
64,78,6
65,82,4
65,66,10
65,80,1
66,80,9
66,86,6
66,81,7
67,73,3
68,86,4
68,76,6
68,74,3
68,94,10
69,71,5
69,83,9
69,72,10
69,87,4
70,83,3
71,91,6
71,79,10
72,92,10
73,90,5
73,77,8
73,96,5
74,87,7
74,98,1
75,87,5
75,93,9
76,89,2
77,81,2
77,85,2
77,78,1
77,88,7
78,98,4
78,96,6
78,99,10
79,88,5
79,95,9
80,86,8
80,95,5
80,82,9
80,88,6
81,83,9
81,84,9
81,98,1
81,87,9
82,99,9
82,88,9
82,83,5
82,93,3
83,91,1
84,86,4
85,89,7
86,88,7
86,97,8
87,99,10
87,91,2
87,93,4
88,96,6
88,92,2
88,95,9
89,96,10
89,97,7
90,98,3
90,92,9
90,95,7
90,93,10
91,97,7
92,96,8
92,95,6
92,98,5
92,97,1
93,98,9
93,94,2
93,95,2
94,97,6
94,95,7
94,96,10
95,99,1
95,96,6
95,98,9
96,98,10
96,97,7
96,99,3
97,98,3
97,99,10
98,99,1
