task,cost
0,31.61
1,48.73
2,49.54
3,37.02
4,24.54
5,38.54
6,33.92
7,19.98
8,40.58
9,26.11
10,14.52
11,13.13
12,55.79
13,32.87
14,35.41
15,15.61
16,16.29
17,19.33
18,14.03
19,16.97
20,30.06
21,48.13
22,18.01
23,47.01
24,12.44
25,41.45
26,22.4
27,53.35
28,29.47
29,10.46
30,11.55
31,22.84
32,35.01
33,22.59
34,44.84
35,17.07
36,50.43
37,39.7
38,42.11
39,40.27
40,39.31
41,13.3
42,10.38
43,45.47
44,45.55
45,21.35
46,28.24
47,39.71
48,32.95
49,32.83
50,20.21
51,13.14
52,25.12
53,27.68
54,27.0
55,15.96
56,29.32
57,43.16
58,20.04
59,25.44
