task,cost
0,13.16
1,43.46
2,22.46
3,41.31
4,62.03
5,39.62
6,52.64
7,37.01
8,14.53
9,20.02
10,44.93
11,29.29
12,50.84
13,33.2
14,14.29
15,24.5
16,25.69
17,21.55
18,14.81
19,14.44
20,18.72
21,24.37
22,30.15
23,22.64
24,44.12
25,18.87
26,13.65
27,20.01
28,16.43
29,11.09
30,39.89
31,46.91
32,48.12
33,46.35
34,20.44
35,39.36
36,15.1
37,11.63
38,45.11
39,10.71
40,24.89
41,30.28
42,32.23
43,23.32
44,28.72
45,37.04
46,17.68
47,31.23
48,31.15
49,31.55
50,17.59
51,21.25
52,24.91
53,38.15
54,28.12
55,33.97
56,37.09
57,32.9
58,17.83
59,10.87
60,17.29
61,18.24
62,41.33
63,35.01
64,18.96
65,58.01
66,28.32
67,14.9
68,25.36
69,37.99
70,22.52
71,28.81
72,18.24
73,22.2
74,13.72
75,37.11
76,13.75
77,32.94
78,41.77
79,8.25
80,51.55
81,24.73
82,47.86
83,26.89
84,14.47
85,25.71
86,46.09
87,12.26
88,23.05
89,36.99
90,43.27
91,41.73
92,36.12
93,34.26
94,10.1
95,20.88
96,23.73
97,24.05
98,30.35
99,40.05
