task,cost
0,32.64
1,22.73
2,46.94
3,16.49
4,23.77
5,25.32
6,35.81
7,53.55
8,9.68
9,22.02
10,47.22
11,18.19
12,13.29
13,37.44
14,33.06
15,14.33
16,43.56
17,26.98
18,11.91
19,21.59
20,25.54
21,15.9
22,26.4
23,36.2
24,28.67
25,10.06
26,49.82
27,41.17
28,32.69
29,15.32
30,17.05
31,20.63
32,13.23
33,46.65
34,27.38
35,22.47
36,26.22
37,35.46
38,15.02
39,44.2
40,33.15
41,28.3
42,21.07
43,24.95
44,17.01
45,35.59
46,26.59
47,16.29
48,40.31
49,25.96
50,17.25
51,33.45
52,50.87
53,32.73
54,39.22
55,47.79
56,26.11
57,39.29
58,13.41
59,20.35
