task,cost
0,25.98
1,9.1
2,11.79
3,13.46
4,39.89
5,24.9
6,15.55
7,12.73
8,13.95
9,16.55
10,50.49
11,42.8
12,39.88
13,52.61
14,13.99
15,31.98
16,23.9
17,43.58
18,20.05
19,18.14
20,45.98
21,20.36
22,17.7
23,38.56
24,41.41
25,15.09
26,10.24
27,55.93
28,38.39
29,14.48
30,28.05
31,60.23
32,43.31
33,19.49
34,13.82
35,40.64
36,31.61
37,26.82
38,47.04
39,36.5
40,32.91
41,21.34
42,42.69
43,49.57
44,14.23
45,29.77
46,12.12
47,48.6
48,11.88
49,41.37
50,30.0
51,10.48
52,59.8
53,23.5
54,13.09
55,44.71
56,42.26
57,11.86
58,27.91
59,13.21
60,20.65
61,47.32
62,56.84
63,47.12
64,45.79
65,13.62
66,49.43
67,9.15
68,31.64
69,29.72
70,29.1
71,32.88
72,26.54
73,53.84
74,35.2
75,40.62
76,30.0
77,20.71
78,35.96
79,21.29
