task,cost
0,13.58
1,27.73
2,21.5
3,9.5
4,21.88
5,50.26
6,33.61
7,16.76
8,41.71
9,40.96
10,43.88
11,19.33
12,28.89
13,16.0
14,26.55
15,15.77
16,36.95
17,39.9
18,42.95
19,30.76
20,25.25
21,29.6
22,15.46
23,14.64
24,33.61
25,9.45
26,28.63
27,47.56
28,40.03
29,7.69
30,36.67
31,21.39
32,44.62
33,15.98
34,11.2
35,37.94
36,21.13
37,29.56
38,36.9
39,38.0
40,31.23
41,30.68
42,20.34
43,34.5
44,14.79
45,20.0
46,36.66
47,38.93
48,36.87
49,13.18
50,17.34
51,35.54
52,38.87
53,22.7
54,47.32
55,35.52
56,15.46
57,24.47
58,47.82
59,24.01
60,24.09
61,13.64
62,35.68
63,13.93
64,22.82
65,52.75
66,42.84
67,45.5
68,9.03
69,17.66
70,50.34
71,19.27
72,25.7
73,34.8
74,23.02
75,44.58
76,48.63
77,37.69
78,17.89
79,24.45
