src,dst,comm
0,32,2
0,6,9
1,30,9
1,32,2
1,39,7
1,17,10
2,21,9
3,33,10
3,19,7
3,28,2
3,38,5
4,20,1
4,9,2
4,7,8
4,17,4
5,21,1
5,16,3
5,37,6
6,11,7
6,23,1
7,25,8
8,25,9
9,29,1
9,26,10
10,25,9
10,26,7
11,36,3
11,24,8
11,39,9
11,26,7
12,28,1
13,27,4
13,14,7
13,25,8
14,29,5
14,35,7
14,36,2
14,33,3
15,22,4
16,25,7
17,38,5
18,32,3
18,24,5
18,37,7
18,23,5
19,28,3
19,34,3
19,25,5
20,27,2
20,39,4
20,29,5
21,32,6
21,28,5
21,25,9
21,31,1
22,34,6
23,28,1
23,29,5
24,25,5
24,37,1
25,32,7
25,30,5
25,28,2
26,36,4
26,27,3
27,38,8
27,39,1
27,34,2
28,32,3
28,29,10
29,38,5
30,36,9
31,37,2
32,37,10
32,33,5
32,34,4
32,35,10
33,34,10
33,36,10
33,38,10
33,39,6
34,37,3
34,38,3
34,36,6
34,35,6
35,37,1
35,39,4
36,37,3
36,38,2
36,39,5
37,39,4
37,38,9
38,39,3
