task,cost
0,31.23
1,13.8
2,22.78
3,59.44
4,20.97
5,51.2
6,20.78
7,38.34
8,39.95
9,42.08
10,47.45
11,23.8
12,35.02
13,36.96
14,34.65
15,13.26
16,30.32
17,16.77
18,29.03
19,25.0
20,17.39
21,54.44
22,13.08
23,29.34
24,42.48
25,11.64
26,33.69
27,29.03
28,39.76
29,35.96
30,20.27
31,13.42
32,14.19
33,14.64
34,40.52
35,45.89
36,22.49
37,33.08
38,52.86
39,41.63
40,20.15
41,25.04
42,18.52
43,39.13
44,17.27
45,25.68
46,14.67
47,44.55
48,18.47
49,24.59
50,31.69
51,52.41
52,17.58
53,17.68
54,29.95
55,29.36
56,17.13
57,18.29
58,46.44
59,28.7
60,17.12
61,44.62
62,38.36
63,19.28
64,35.99
65,12.44
66,36.48
67,25.16
68,26.67
69,8.25
70,37.22
71,21.67
72,10.13
73,15.66
74,50.73
75,54.01
76,36.11
77,35.64
78,25.18
79,22.43
80,20.49
81,39.07
82,19.91
83,40.27
84,11.77
85,31.22
86,10.33
87,34.29
88,15.88
89,13.19
90,32.42
91,29.88
92,13.09
93,53.25
94,33.42
95,27.48
96,27.47
97,25.3
98,31.21
99,11.12
