src,dst,comm
0,21,8
0,46,10
1,4,6
1,25,8
1,48,6
2,42,9
2,14,10
2,19,9
2,15,8
3,37,9
4,26,10
4,39,8
4,15,2
5,9,7
6,31,1
6,7,5
6,17,3
6,15,9
7,23,6
7,49,9
7,42,1
8,39,3
8,9,6
8,33,4
9,14,3
10,43,6
10,33,1
10,38,7
10,18,7
11,45,7
11,37,6
11,44,9
11,33,2
12,23,7
12,31,5
13,40,1
13,45,5
14,29,10
14,44,2
15,16,8
15,45,9
15,34,10
15,19,8
16,34,8
16,37,5
16,28,5
16,43,8
17,40,9
17,34,3
17,42,4
17,39,8
18,25,10
18,43,5
19,38,7
19,24,4
20,38,5
20,49,9
20,26,6
21,40,8
21,39,4
21,37,9
22,25,2
22,40,3
22,37,1
22,26,8
23,40,10
23,29,4
23,33,8
24,39,7
24,30,9
24,37,1
24,32,5
25,41,9
25,28,4
26,27,5
26,46,1
26,42,3
26,39,2
27,35,2
28,45,8
29,38,4
29,31,8
30,32,1
30,39,6
30,38,6
31,37,10
31,42,1
31,48,2
31,38,4
32,38,2
32,41,6
32,43,1
32,45,10
33,49,2
34,35,8
35,38,3
35,40,8
35,37,5
36,39,9
36,38,5
36,41,10
36,49,9
37,43,8
37,38,9
37,49,5
37,47,1
38,44,9
39,44,3
39,46,5
39,42,2
40,48,7
40,47,8
40,42,10
41,48,6
41,43,8
42,43,5
43,47,5
44,46,5
45,48,6
45,47,5
46,49,2
46,48,4
46,47,9
47,48,8
47,49,9
48,49,5
