src,dst,comm
0,27,8
1,31,1
1,60,5
1,11,3
2,8,9
2,12,8
2,64,5
2,25,2
3,39,1
3,82,9
3,9,9
3,68,3
4,7,4
4,56,4
4,43,3
4,17,6
5,45,8
6,50,3
6,15,1
7,73,3
8,10,6
9,30,6
9,78,9
10,73,5
10,25,10
10,71,2
10,15,9
11,84,2
12,43,9
13,25,7
13,47,8
13,40,7
14,63,7
14,54,8
15,20,1
15,73,6
15,87,5
15,82,3
16,48,7
17,36,8
17,41,4
18,55,2
18,80,6
18,31,1
19,46,9
20,27,3
21,76,2
22,30,8
22,43,1
22,82,4
23,56,3
24,84,5
25,55,9
26,57,1
26,80,9
26,55,4
27,37,9
27,38,10
28,74,8
28,33,5
28,34,7
29,86,9
29,40,6
30,43,2
31,51,9
31,50,3
31,36,3
31,87,3
32,79,4
32,62,6
33,88,5
33,69,4
34,86,8
35,64,1
35,65,9
36,44,10
36,41,3
36,54,5
36,74,5
37,67,2
37,84,1
37,38,1
38,76,4
38,58,9
38,61,9
38,40,7
39,86,5
40,81,7
40,69,2
40,74,8
40,75,1
41,67,10
42,76,2
42,48,4
43,82,3
43,44,8
43,49,10
44,80,6
44,54,9
45,77,4
45,49,3
45,75,1
46,75,2
46,74,7
47,67,7
48,85,9
48,83,3
49,73,9
49,74,2
49,64,4
50,78,10
50,70,9
51,65,7
51,76,8
52,58,6
52,59,6
53,68,4
53,77,7
53,79,5
53,63,7
54,75,6
54,63,3
54,73,10
55,82,8
55,75,10
55,63,5
55,79,3
56,57,8
56,60,9
56,79,4
56,87,10
57,79,6
58,68,4
59,88,5
59,67,9
59,84,3
59,60,9
60,73,1
60,75,2
60,83,1
61,88,5
62,68,1
62,64,10
62,88,3
62,73,5
63,71,9
63,88,9
63,87,5
63,80,1
64,74,6
65,77,3
66,86,6
66,87,7
66,70,5
67,81,2
67,76,4
68,75,2
69,83,9
69,80,2
69,79,3
69,73,7
70,89,9
70,77,3
71,86,5
72,83,3
72,76,4
72,87,2
72,73,8
73,76,7
73,82,6
73,85,8
74,80,5
75,84,4
75,88,3
75,77,1
75,82,3
76,86,4
76,85,9
76,81,4
77,85,6
77,83,1
78,81,10
78,79,3
78,87,2
79,87,7
80,89,5
80,84,7
80,83,7
81,87,6
81,83,6
82,88,7
82,89,10
82,84,5
83,85,10
83,87,7
83,84,2
84,87,6
85,89,3
85,88,3
85,87,1
85,86,7
86,88,1
86,89,6
87,88,9
87,89,7
88,89,2
