task,cost
0,41.25
1,20.56
2,20.32
3,34.23
4,26.94
5,48.64
6,48.23
7,22.03
8,27.85
9,13.98
10,41.17
11,38.02
12,26.94
13,31.52
14,37.75
15,43.92
16,33.66
17,20.58
18,40.74
19,46.36
20,32.08
21,42.97
22,37.35
23,34.2
24,42.31
25,30.37
26,38.16
27,18.36
28,19.82
29,61.01
30,15.26
31,24.98
32,11.77
33,46.21
34,36.3
35,57.9
36,24.39
37,16.82
38,30.05
39,35.0
40,33.34
41,38.52
42,47.29
43,36.09
44,24.55
45,21.36
46,14.01
47,38.32
48,31.8
49,29.06
50,19.99
51,56.62
52,38.0
53,24.88
54,53.68
55,30.54
56,11.11
57,22.37
58,33.44
59,10.28
60,24.44
61,21.78
62,18.8
63,10.8
64,44.94
65,11.99
66,21.56
67,49.94
68,42.85
69,16.29
70,11.38
71,13.17
72,33.92
73,16.19
74,22.51
75,33.51
76,46.68
77,35.71
78,50.36
79,40.8
80,14.21
81,19.64
82,32.8
83,23.74
84,23.48
85,18.78
86,50.99
87,17.57
88,21.34
89,21.58
90,41.11
91,14.9
92,21.42
93,25.96
94,30.41
95,25.94
96,48.09
97,17.64
98,13.61
99,41.04
