task,cost
0,47.86
1,36.1
2,40.77
3,30.83
4,31.19
5,37.56
6,9.96
7,34.56
8,30.34
9,49.23
10,9.95
11,33.95
12,23.62
13,21.95
14,26.6
15,21.9
16,27.74
17,48.3
18,50.36
19,18.2
20,32.97
21,32.71
22,39.99
23,31.77
24,15.15
25,37.24
26,14.4
27,22.97
28,34.26
29,17.95
30,25.25
31,34.77
32,53.08
33,46.55
34,21.49
35,43.31
36,17.48
37,18.87
38,40.61
39,41.5
40,12.22
41,24.15
42,32.71
43,31.96
44,13.53
45,35.74
46,33.36
47,25.86
48,31.17
49,45.61
50,8.83
51,18.25
52,30.32
53,12.76
54,19.89
55,30.91
56,30.27
57,12.02
58,16.98
59,10.08
