task,cost
0,26.68
1,19.39
2,9.02
3,42.35
4,25.2
5,41.83
6,23.99
7,22.95
8,12.32
9,36.55
10,18.88
11,14.99
12,11.1
13,26.92
14,22.73
15,30.99
16,31.75
17,46.97
18,40.35
19,22.49
20,24.89
21,15.23
22,27.89
23,28.5
24,38.1
25,25.13
26,37.11
27,17.9
28,13.14
29,38.17
30,24.71
31,13.67
32,26.03
33,33.64
34,21.22
35,44.08
36,19.67
37,13.88
38,36.06
39,14.19
40,21.85
41,55.86
42,24.09
43,38.36
44,35.71
45,21.81
46,22.09
47,27.14
48,9.5
49,39.59
50,25.72
51,8.43
52,18.51
53,24.28
54,17.41
55,10.38
56,22.3
57,19.38
58,49.65
59,44.06
60,32.92
61,40.26
62,31.55
63,28.88
64,47.33
65,16.58
66,40.29
67,32.44
68,37.41
69,25.76
70,41.49
71,26.78
72,12.93
73,36.65
74,60.96
75,17.44
76,15.44
77,37.24
78,34.32
79,48.66
80,47.08
81,37.17
82,37.24
83,13.0
84,40.17
85,17.28
86,37.54
87,19.52
88,44.84
89,14.52
