src,dst,comm
0,23,7
0,29,2
1,25,10
2,13,1
2,16,2
2,27,8
3,16,3
3,15,9
3,20,3
3,7,3
4,26,1
5,11,6
5,6,4
5,23,9
5,12,10
6,26,4
7,11,4
7,19,2
7,24,2
7,22,4
8,26,5
9,18,9
9,16,2
9,28,7
10,28,6
10,21,8
11,12,7
12,16,9
12,15,6
12,29,8
12,14,4
13,17,5
13,22,8
14,29,5
15,28,4
15,22,10
16,17,10
16,19,4
16,20,6
17,25,3
17,22,5
18,19,3
18,21,3
19,21,4
19,29,1
19,20,10
20,29,2
20,26,3
21,28,2
22,26,6
22,27,3
22,23,6
23,29,3
23,24,3
23,27,5
23,28,5
24,25,8
25,29,7
25,28,10
26,29,5
26,28,6
26,27,3
27,29,3
27,28,9
28,29,1
