task,cost
0,20.62
1,14.48
2,17.29
3,22.19
4,24.4
5,37.89
6,43.7
7,11.99
8,32.35
9,44.81
10,46.75
11,17.66
12,42.33
13,15.37
14,34.7
15,38.57
16,52.4
17,16.2
18,26.02
19,15.66
20,38.52
21,35.13
22,16.47
23,11.4
24,22.42
25,10.43
26,30.75
27,40.39
28,14.88
29,25.24
30,13.21
31,28.12
32,19.69
33,13.62
34,19.82
35,25.84
36,29.49
37,45.36
38,33.92
39,9.31
40,13.72
41,19.23
42,32.84
43,42.56
44,13.71
45,37.81
46,23.18
47,24.6
48,46.06
49,50.0
50,37.72
51,21.02
52,42.74
53,50.75
54,31.43
55,30.69
56,40.63
57,30.92
58,28.01
59,19.07
60,51.96
61,34.78
62,26.43
63,24.54
64,16.17
65,29.29
66,38.65
67,37.99
68,54.55
69,24.84
