src,dst,comm
0,23,2
0,73,8
0,43,4
0,60,4
1,48,3
1,21,2
1,29,8
1,38,10
2,31,2
2,65,1
3,5,5
3,67,4
3,18,1
3,40,6
4,58,8
4,66,5
4,70,8
5,26,4
5,13,6
5,51,1
5,44,10
6,36,10
6,31,3
6,55,5
6,50,7
7,8,4
7,35,2
7,79,7
8,64,6
8,18,9
9,11,5
9,46,7
9,55,10
9,40,6
10,68,8
11,15,6
11,58,7
11,64,4
11,46,4
12,23,10
12,17,1
12,74,2
13,75,3
13,59,2
14,23,1
14,67,3
14,68,7
14,69,4
15,29,6
15,41,10
16,17,10
16,62,4
16,40,9
16,19,5
17,53,1
17,39,4
17,45,8
18,71,10
18,54,4
19,53,6
19,26,3
19,54,5
19,25,8
20,73,9
20,38,2
20,35,10
21,75,10
21,26,8
22,53,5
23,71,1
23,54,6
23,37,1
24,38,8
24,77,1
24,37,4
25,29,8
26,38,3
26,28,5
26,49,10
27,41,4
28,42,10
28,36,1
29,65,5
29,69,9
29,38,10
30,47,7
30,37,1
30,50,4
31,36,2
32,56,4
32,35,10
33,72,9
34,76,2
35,79,7
36,59,10
36,61,8
36,72,3
36,79,9
37,67,2
37,77,8
38,49,10
38,51,1
38,50,4
39,59,7
39,57,10
39,77,3
39,71,8
40,42,7
40,70,7
40,79,7
40,49,4
41,48,5
41,64,1
42,51,2
42,56,8
43,75,5
43,57,10
43,54,10
43,72,1
44,72,6
45,73,10
45,65,7
46,74,6
47,66,10
47,52,6
47,79,3
48,75,1
48,69,5
48,79,7
48,67,10
49,51,5
49,52,6
49,78,8
49,64,1
50,64,7
50,51,10
50,77,9
51,62,1
51,74,10
52,59,9
52,64,5
52,78,2
53,78,7
53,71,2
54,59,7
54,77,6
54,73,8
54,66,2
55,71,8
56,64,4
56,62,3
56,63,8
56,66,3
57,65,5
57,66,5
57,58,3
57,70,2
58,71,6
58,62,4
58,76,9
59,60,3
59,77,4
59,67,6
60,62,10
60,73,1
60,69,2
60,64,4
61,75,7
62,79,2
62,71,8
62,66,5
62,72,4
63,69,5
64,65,1
64,76,6
65,79,10
65,69,9
66,78,2
66,70,2
66,72,2
67,78,4
67,72,10
67,74,5
68,69,5
69,78,10
70,71,3
70,79,3
71,77,4
71,75,8
72,73,10
72,75,9
72,78,2
72,74,5
73,75,8
73,77,5
73,74,4
73,79,2
74,76,9
74,79,3
74,77,5
74,75,9
75,77,9
75,79,7
75,76,6
75,78,3
76,79,7
76,77,1
76,78,7
77,79,3
77,78,4
78,79,3
