task,cost
0,21.5
1,31.08
2,24.68
3,31.91
4,16.92
5,32.02
6,39.84
7,36.06
8,36.97
9,56.14
10,23.51
11,15.62
12,31.01
13,41.03
14,35.01
15,29.75
16,33.4
17,24.7
18,45.9
19,21.63
20,14.13
21,28.18
22,11.66
23,15.76
24,44.52
25,19.02
26,43.07
27,40.19
28,44.03
29,12.07
30,15.96
31,45.14
32,9.13
33,25.9
34,26.07
35,13.63
36,14.67
37,51.99
38,20.63
39,21.51
40,17.21
41,25.52
42,9.04
43,48.11
44,38.69
45,45.22
46,36.71
47,14.72
48,23.46
49,22.45
50,37.4
51,22.61
52,24.5
53,45.34
54,9.88
55,39.37
56,33.12
57,36.9
58,38.4
59,38.32
