task,cost
0,36.98
1,13.84
2,20.5
3,17.69
4,38.82
5,12.46
6,37.13
7,16.92
8,10.68
9,7.69
10,41.8
11,48.37
12,24.16
13,18.71
14,32.32
15,18.54
16,18.69
17,21.79
18,43.03
19,37.79
20,13.36
21,9.97
22,39.3
23,54.49
24,17.66
25,35.78
26,49.66
27,25.82
28,25.66
29,31.23
30,22.13
31,45.27
32,19.4
33,53.25
34,32.03
35,39.65
36,35.65
37,12.0
38,51.15
39,41.94
40,21.07
41,39.39
42,38.82
43,19.43
44,35.87
45,29.58
46,24.9
47,19.69
48,30.15
49,48.02
50,31.94
51,35.4
52,13.75
53,24.07
54,19.17
55,35.22
56,24.69
57,52.52
58,28.91
59,13.11
60,20.91
61,37.21
62,16.17
63,19.17
64,17.88
65,44.72
66,60.27
67,8.98
68,36.03
69,29.47
70,56.26
71,12.2
72,37.87
73,40.04
74,41.15
75,33.02
76,14.24
77,47.15
78,7.82
79,42.5
80,38.28
81,40.74
82,48.59
83,20.05
84,21.86
85,9.66
86,17.7
87,17.98
88,34.43
89,20.7
90,40.96
91,16.61
92,13.8
93,42.16
94,32.44
95,20.63
96,25.53
97,39.96
98,35.59
99,35.82
