task,cost
0,31.78
1,21.11
2,19.28
3,35.6
4,45.85
5,36.89
6,49.75
7,11.46
8,17.68
9,12.0
10,32.01
11,46.41
12,9.66
13,14.42
14,34.61
15,14.17
16,12.94
17,55.84
18,41.11
19,34.02
20,18.65
21,27.86
22,36.03
23,30.4
24,23.04
25,22.31
26,10.73
27,49.67
28,41.63
29,26.83
30,22.04
31,23.4
32,29.58
33,56.12
34,18.34
35,22.85
36,22.09
37,27.04
38,18.31
39,24.81
40,43.59
41,41.09
42,31.6
43,43.88
44,44.11
45,10.18
46,9.64
47,26.82
48,32.82
49,22.41
50,40.52
51,17.45
52,22.14
53,23.56
54,38.83
55,49.91
56,41.57
57,22.83
58,26.47
59,13.57
60,56.06
61,33.61
62,46.55
63,22.91
64,13.06
65,23.72
66,31.48
67,20.39
68,34.03
69,23.24
70,12.81
71,20.71
72,45.72
73,27.88
74,16.75
75,37.54
76,48.39
77,20.04
78,20.09
79,30.25
80,30.73
81,11.86
82,53.8
83,23.25
84,51.37
85,26.86
86,22.0
87,23.64
88,43.42
89,35.76
90,23.46
91,24.21
92,11.36
93,31.96
94,26.9
95,15.7
96,49.58
97,52.04
98,37.48
99,45.59
