task,cost
0,13.72
1,56.92
2,42.5
3,31.34
4,13.46
5,42.94
6,12.57
7,60.72
8,35.83
9,42.55
10,39.9
11,53.12
12,34.83
13,34.05
14,21.51
15,40.02
16,36.6
17,56.76
18,10.25
19,15.29
20,12.2
21,17.83
22,47.2
23,18.86
24,61.26
25,41.44
26,36.62
27,26.39
28,17.72
29,18.4
30,11.63
31,9.86
32,31.49
33,38.69
34,28.36
35,8.93
36,20.29
37,48.91
38,11.51
39,29.14
40,23.98
41,24.83
42,58.05
43,19.96
44,19.42
45,11.74
46,12.37
47,15.39
48,42.16
49,33.57
50,15.58
51,36.58
52,19.85
53,11.54
54,17.04
55,58.86
56,43.06
57,44.52
58,44.21
59,22.82
60,20.84
61,17.41
62,52.8
63,33.07
64,51.07
65,29.67
66,33.41
67,31.9
68,9.58
69,32.3
