src,dst,comm
0,34,5
0,36,1
0,11,4
1,44,1
1,22,2
1,12,6
1,7,6
2,15,3
3,8,1
3,33,8
3,23,9
3,6,10
4,49,1
4,27,7
4,23,2
4,24,3
5,46,10
5,17,3
5,35,6
6,7,1
7,17,3
7,41,7
7,27,5
8,30,3
8,42,1
9,28,3
9,23,8
10,41,7
10,34,1
11,40,9
11,34,7
11,47,10
12,42,3
13,38,4
14,39,4
14,24,1
14,36,3
15,24,5
15,25,6
16,39,7
16,26,10
16,46,6
16,19,2
17,20,6
17,40,9
18,46,2
18,21,2
18,31,8
19,31,1
20,23,9
20,33,8
20,22,9
21,33,10
21,31,9
21,34,2
22,35,5
22,49,9
22,46,5
23,29,9
23,28,10
23,32,2
23,37,3
24,48,1
24,29,6
24,25,3
24,33,6
25,49,1
25,30,3
26,42,5
26,31,10
26,36,7
26,44,8
27,30,3
27,36,5
28,29,3
28,31,8
28,48,3
28,42,7
29,49,9
30,49,8
31,38,8
32,39,10
32,41,2
32,47,3
32,42,6
33,44,7
33,37,8
34,45,7
34,46,9
34,39,10
35,37,7
35,38,4
35,46,3
35,49,7
36,38,1
37,40,5
37,44,2
37,42,5
38,45,1
38,48,5
38,41,4
38,49,5
39,45,8
40,46,3
40,41,5
40,42,3
40,48,9
41,44,10
42,45,9
42,44,4
42,48,9
43,44,3
43,45,6
43,46,6
44,49,5
45,49,9
45,47,9
45,48,9
45,46,9
46,48,3
46,47,4
47,48,9
47,49,8
48,49,5
