task,cost
0,30.32
1,10.74
2,33.49
3,29.27
4,33.6
5,49.71
6,46.82
7,47.13
8,37.51
9,47.46
10,31.27
11,16.64
12,35.94
13,12.06
14,48.19
15,18.65
16,29.02
17,29.37
18,30.31
19,40.22
20,38.91
21,58.19
22,43.6
23,21.83
24,13.83
25,33.79
26,34.55
27,24.39
28,20.5
29,36.03
30,37.63
31,18.35
32,14.4
33,40.41
34,43.73
35,24.5
36,32.46
37,17.68
38,12.14
39,24.82
40,47.35
41,13.08
42,40.1
43,10.02
44,13.16
45,35.21
46,11.41
47,49.86
48,44.73
49,8.82
50,17.55
51,41.58
52,27.02
53,18.02
54,49.54
55,25.5
56,41.24
57,24.84
58,49.93
59,29.39
60,47.74
61,31.65
62,22.24
63,40.05
64,44.99
65,40.43
66,30.45
67,18.95
68,28.23
69,34.22
70,40.45
71,39.57
72,30.22
73,10.92
74,16.52
75,24.29
76,12.38
77,36.36
78,23.43
79,39.69
