task,cost
0,37.56
1,20.49
2,22.86
3,29.17
4,11.3
5,7.56
6,16.35
7,24.03
8,44.73
9,19.02
10,28.08
11,21.99
12,30.87
13,50.49
14,38.19
15,21.91
16,21.3
17,36.02
18,35.65
19,11.77
20,36.59
21,42.56
22,11.74
23,36.58
24,31.66
25,31.39
26,49.4
27,12.37
28,34.61
29,39.47
30,50.72
31,34.53
32,30.14
33,32.24
34,45.44
35,16.95
36,45.82
37,55.72
38,44.98
39,34.37
40,36.04
41,9.34
42,36.65
43,27.19
44,21.58
45,37.92
46,28.82
47,55.97
48,40.28
49,25.7
50,28.81
51,34.58
52,32.57
53,54.49
54,18.1
55,26.94
56,44.12
57,34.22
58,30.02
59,23.86
60,50.99
61,39.46
62,24.34
63,40.86
64,30.36
65,39.31
66,46.24
67,26.47
68,54.24
69,37.77
70,31.01
71,36.11
72,10.89
73,32.12
74,30.11
75,53.54
76,35.1
77,18.4
78,13.91
79,54.57
80,7.84
81,12.24
82,24.3
83,42.04
84,20.32
85,33.52
86,25.69
87,40.92
88,20.6
89,29.99
90,58.86
91,47.09
92,34.84
93,40.05
94,39.72
95,39.89
96,23.66
97,35.43
98,56.91
99,37.65
