src,dst,comm
0,3,1
0,27,7
0,35,6
1,24,5
1,12,5
1,39,7
2,17,10
3,19,4
3,32,7
3,36,7
4,22,10
4,10,2
5,23,9
5,26,6
6,29,7
7,25,5
7,38,10
8,32,8
9,20,5
9,15,2
9,39,4
10,23,3
10,32,2
10,13,1
11,21,1
11,25,4
12,31,1
12,21,7
13,36,8
13,21,5
13,22,6
13,39,6
14,17,9
15,18,5
15,34,3
15,32,8
16,31,6
16,18,2
16,26,4
17,24,8
18,32,7
18,38,8
18,20,1
18,26,10
19,28,7
19,32,6
19,30,1
19,23,4
20,26,6
20,28,4
20,32,5
20,31,2
21,38,5
21,22,2
22,31,4
22,29,6
23,36,9
23,28,7
23,34,6
24,31,3
25,31,9
26,32,9
27,36,1
27,29,2
27,32,8
27,34,7
28,33,5
28,30,9
29,31,1
29,32,7
29,36,10
30,33,5
31,36,5
31,34,2
31,32,6
31,33,6
32,39,4
33,37,8
33,34,6
33,36,4
33,39,8
34,36,8
34,37,1
34,35,4
35,39,10
36,38,7
36,39,10
36,37,4
37,39,5
37,38,1
38,39,7
