src,dst,comm
0,27,7
0,19,5
0,29,10
0,26,6
1,29,2
2,15,4
2,14,3
3,27,7
3,21,9
4,27,5
4,14,8
5,19,5
6,29,2
6,28,5
6,19,3
7,12,8
7,15,1
8,28,9
8,18,10
9,24,3
9,10,6
10,26,10
10,23,3
10,20,9
11,16,6
11,20,9
12,16,10
12,21,8
12,15,8
13,21,5
13,23,7
14,18,6
14,19,3
15,29,10
15,18,7
15,24,10
15,25,6
16,17,3
16,22,8
16,23,10
16,20,2
17,27,3
17,22,2
17,26,5
17,19,7
18,25,6
18,23,3
18,22,5
18,24,2
19,25,9
19,27,10
19,24,9
19,23,2
20,28,3
20,25,4
20,23,7
21,28,4
22,23,3
23,28,9
23,29,8
23,26,6
23,24,5
24,25,1
24,27,1
25,28,1
25,26,3
25,27,6
26,28,10
26,29,9
27,29,8
28,29,1
