task,cost
0,61.01
1,15.91
2,43.99
3,42.96
4,11.17
5,13.78
6,33.23
7,31.49
8,28.29
9,21.39
10,38.43
11,14.91
12,38.19
13,43.94
14,20.97
15,37.67
16,34.66
17,21.55
18,15.59
19,37.03
20,42.64
21,24.93
22,14.07
23,52.65
24,47.58
25,31.42
26,26.8
27,10.63
28,22.37
29,48.63
30,12.22
31,53.48
32,14.89
33,42.28
34,9.72
35,22.19
36,33.14
37,17.58
38,32.66
39,28.97
40,46.61
41,22.07
42,21.39
43,16.93
44,34.1
45,22.98
46,12.39
47,27.1
48,40.19
49,46.29
50,50.9
51,28.75
52,32.75
53,30.97
54,25.01
55,32.18
56,26.21
57,28.91
58,26.08
59,30.31
60,9.03
61,14.22
62,19.16
63,43.97
64,8.4
65,41.55
66,42.9
67,25.77
68,12.15
69,54.92
70,17.53
71,25.23
72,23.66
73,42.2
74,20.06
75,28.94
76,48.58
77,10.72
78,34.25
79,10.19
80,11.62
81,18.93
82,10.94
83,28.95
84,48.26
85,12.78
86,18.82
87,41.7
88,16.79
89,27.45
90,41.06
91,42.57
92,20.18
93,30.21
94,46.37
95,37.69
96,33.02
97,25.26
98,15.05
99,14.55
