task,cost
0,35.43
1,18.71
2,17.34
3,28.8
4,28.08
5,59.91
6,28.21
7,16.07
8,29.69
9,41.69
10,16.19
11,11.29
12,21.66
13,43.8
14,54.68
15,35.51
16,33.24
17,51.79
18,28.15
19,26.06
20,8.68
21,39.0
22,24.3
23,24.94
24,25.16
25,13.87
26,17.54
27,21.0
28,54.68
29,18.28
30,35.37
31,13.4
32,45.46
33,12.82
34,31.05
35,12.52
36,36.42
37,25.44
38,22.17
39,34.62
40,14.28
41,35.07
42,42.81
43,36.75
44,46.38
45,49.33
46,18.44
47,40.09
48,21.41
49,24.77
50,36.41
51,61.5
52,33.06
53,31.25
54,24.14
55,19.47
56,23.63
57,13.49
58,40.25
59,29.53
