task,cost
0,40.12
1,27.26
2,40.39
3,11.23
4,8.73
5,31.65
6,24.81
7,36.58
8,25.97
9,45.23
10,40.24
11,45.99
12,17.26
13,45.63
14,16.85
15,18.23
16,48.05
17,41.2
18,33.28
19,31.84
20,36.52
21,37.36
22,17.36
23,9.77
24,49.71
25,26.4
26,35.33
27,30.62
28,36.33
29,28.71
30,45.88
31,35.99
32,21.6
33,33.38
34,46.99
35,45.85
36,14.58
37,24.66
38,22.42
39,39.19
40,17.18
41,31.3
42,28.0
43,51.97
44,21.39
45,34.62
46,39.49
47,26.73
48,42.7
49,23.41
50,9.24
51,11.49
52,35.79
53,21.9
54,17.28
55,19.19
56,25.51
57,47.21
58,47.58
59,28.24
60,12.2
61,20.05
62,27.0
63,13.63
64,23.47
65,34.28
66,28.74
67,25.36
68,9.46
69,38.43
70,32.22
71,17.28
72,15.38
73,15.8
74,18.45
75,52.32
76,35.31
77,12.47
78,24.72
79,30.44
80,44.97
81,16.62
82,12.63
83,9.97
84,32.19
85,14.99
86,37.14
87,14.46
88,31.52
89,48.63
