task,cost
0,37.76
1,49.97
2,18.01
3,14.21
4,33.06
5,53.8
6,15.01
7,12.05
8,29.33
9,16.05
10,13.28
11,50.17
12,36.15
13,17.88
14,30.78
15,18.45
16,38.22
17,40.36
18,35.09
19,9.25
20,17.71
21,26.03
22,17.6
23,17.15
24,41.47
25,41.82
26,18.44
27,41.42
28,42.31
29,17.94
30,17.75
31,24.27
32,37.78
33,23.42
34,44.44
35,15.99
36,31.72
37,26.08
38,42.65
39,41.51
40,26.28
41,10.33
42,42.31
43,30.37
44,29.58
45,52.11
46,39.72
47,18.55
48,28.61
49,50.81
50,25.68
51,41.63
52,25.57
53,29.61
54,14.57
55,32.76
56,31.68
57,44.13
58,14.08
59,14.45
60,38.16
61,16.25
62,13.87
63,20.23
64,16.23
65,50.36
66,26.25
67,44.21
68,38.75
69,13.44
70,10.25
71,53.9
72,25.95
73,11.03
74,11.45
75,43.21
76,33.05
77,42.01
78,42.57
79,58.04
80,27.08
81,29.84
82,25.33
83,36.95
84,55.84
85,22.98
86,28.87
87,48.92
88,32.1
89,38.3
