task,cost
0,29.59
1,39.95
2,23.77
3,22.95
4,28.28
5,21.19
6,23.88
7,54.25
8,20.74
9,16.38
10,53.28
11,15.95
12,37.95
13,19.39
14,10.87
15,19.82
16,22.38
17,17.78
18,39.61
19,42.14
20,28.98
21,10.41
22,19.18
23,23.96
24,14.63
25,38.45
26,31.94
27,28.23
28,38.06
29,25.05
30,18.5
31,16.43
32,44.41
33,44.53
34,39.87
35,34.73
36,31.28
37,47.86
38,11.05
39,36.84
40,22.4
41,42.23
42,41.79
43,31.12
44,11.38
45,13.4
46,44.58
47,33.56
48,14.73
49,27.35
50,47.64
51,18.74
52,58.55
53,22.6
54,48.88
55,23.0
56,44.28
57,38.72
58,41.35
59,27.66
60,26.1
61,47.02
62,40.2
63,16.65
64,10.83
65,33.73
66,32.45
67,28.92
68,10.73
69,27.67
