src,dst,comm
0,4,8
0,15,2
0,29,6
0,5,9
1,11,7
1,4,9
2,29,1
2,3,5
3,4,10
3,20,9
3,21,9
3,18,9
4,14,10
5,20,2
5,15,3
5,23,5
5,10,4
6,25,10
6,9,4
6,21,9
7,26,3
7,27,2
8,29,8
8,22,7
8,14,5
9,14,3
9,20,4
10,18,9
10,13,3
10,29,8
11,16,5
11,27,9
11,26,3
12,19,10
12,23,8
12,27,4
12,26,7
13,15,3
13,22,6
13,29,4
14,21,5
14,27,3
14,22,10
15,17,10
15,25,6
15,26,10
16,21,4
17,20,7
17,24,7
17,19,6
17,22,5
18,28,3
18,21,7
18,19,7
19,20,1
19,28,7
19,23,9
20,22,2
20,29,5
20,23,2
20,25,4
21,28,2
21,24,9
22,23,5
22,25,6
22,26,4
23,29,5
23,28,5
23,24,9
24,25,9
25,29,6
25,26,4
25,28,1
26,27,6
26,29,7
26,28,10
27,29,3
27,28,8
28,29,9
