task,cost
0,30.18
1,35.34
2,38.54
3,32.57
4,26.68
5,20.84
6,12.68
7,30.22
8,20.79
9,28.84
10,42.81
11,28.49
12,29.64
13,18.65
14,36.03
15,47.34
16,21.43
17,35.26
18,14.32
19,12.24
20,37.22
21,9.11
22,54.24
23,17.28
24,9.78
25,22.13
26,20.63
27,22.86
28,47.78
29,22.88
30,15.4
31,9.32
32,27.65
33,20.79
34,43.45
35,14.88
36,29.16
37,17.37
38,28.73
39,10.14
40,16.93
41,12.14
42,40.01
43,38.9
44,21.32
45,13.19
46,29.37
47,26.8
48,37.65
49,24.67
50,51.57
51,17.26
52,34.68
53,11.63
54,20.53
55,31.67
56,35.04
57,19.6
58,9.72
59,33.13
60,30.06
61,30.73
62,40.86
63,12.15
64,40.27
65,53.68
66,15.31
67,44.2
68,21.36
69,33.98
70,17.84
71,37.71
72,31.19
73,20.28
74,28.94
75,18.61
76,10.51
77,31.75
78,34.74
79,27.06
80,24.94
81,34.5
82,21.98
83,16.23
84,24.11
85,27.36
86,21.8
87,13.28
88,17.44
89,18.84
