task,cost
0,42.43
1,29.55
2,30.8
3,38.72
4,41.73
5,22.35
6,24.46
7,42.31
8,45.95
9,28.24
10,24.28
11,25.21
12,22.24
13,53.78
14,21.31
15,25.54
16,30.34
17,37.4
18,35.28
19,21.08
20,27.02
21,24.88
22,12.85
23,36.0
24,10.35
25,21.73
26,48.9
27,16.17
28,20.87
29,44.9
30,10.58
31,19.56
32,28.27
33,12.47
34,38.17
35,30.3
36,19.93
37,23.21
38,18.01
39,20.62
40,37.74
41,15.63
42,17.85
43,32.2
44,10.62
45,40.89
46,24.96
47,15.12
48,40.48
49,21.64
50,33.75
51,20.81
52,28.44
53,12.35
54,50.3
55,16.53
56,44.9
57,38.7
58,26.07
59,53.81
60,10.64
61,37.72
62,49.38
63,11.98
64,34.96
65,34.66
66,31.59
67,25.83
68,43.51
69,18.48
