src,dst,comm
0,3,1
0,11,7
0,43,5
0,28,3
1,31,10
1,35,4
1,33,2
1,14,7
2,10,1
3,35,10
3,22,10
3,18,4
3,27,10
4,17,4
4,49,6
4,7,8
5,31,9
5,46,5
6,37,3
6,35,3
6,29,8
6,32,10
7,23,9
7,13,9
7,47,1
7,37,3
8,29,8
9,31,1
9,45,1
10,22,7
10,25,7
10,42,2
11,16,5
11,38,2
12,25,5
12,16,8
12,33,7
12,22,8
13,21,1
13,45,5
14,24,7
15,24,6
15,22,1
15,28,3
15,18,8
16,34,1
17,36,10
18,39,5
18,32,6
18,28,5
19,38,6
19,46,3
20,23,7
20,37,6
20,24,4
21,49,3
21,30,6
21,23,7
21,41,9
22,40,10
23,30,5
23,25,2
23,45,2
23,34,9
24,45,8
25,46,7
26,46,6
27,47,3
27,33,3
28,29,10
28,43,7
28,32,7
28,44,5
29,49,1
30,42,9
30,49,8
30,32,5
30,46,4
31,48,3
31,35,5
31,37,5
31,45,5
32,39,3
32,46,3
32,35,1
33,42,2
33,39,6
33,44,7
34,46,7
35,39,3
36,40,1
36,41,8
37,46,6
37,41,5
37,40,7
38,49,7
38,39,1
38,42,8
38,45,7
39,46,7
39,41,5
39,45,9
40,48,7
40,49,8
41,47,5
41,45,6
41,43,8
41,49,9
42,49,1
42,45,6
42,43,1
42,47,8
43,44,6
43,48,8
43,49,9
44,47,3
44,48,9
44,49,6
45,47,10
45,48,4
45,49,9
45,46,8
46,47,2
46,49,6
46,48,5
47,49,1
47,48,6
48,49,9
