src,dst,comm
0,3,9
0,15,3
0,12,1
1,20,8
1,19,7
2,11,1
3,19,7
3,9,10
4,13,6
5,17,10
5,12,9
5,21,6
5,8,2
6,13,10
7,22,6
8,14,6
8,11,6
8,26,7
9,21,8
9,19,6
10,17,1
11,12,5
11,16,9
12,22,5
12,20,6
12,24,4
12,21,1
13,18,7
14,17,1
14,15,4
15,27,7
15,24,1
16,20,4
16,27,3
16,19,1
17,26,10
17,18,7
18,28,8
18,21,6
18,22,2
18,26,9
19,21,2
20,24,7
20,21,10
20,25,9
21,22,4
21,23,9
21,25,9
22,25,2
23,29,5
23,24,8
23,27,1
24,25,7
24,29,7
24,28,4
24,27,3
25,28,1
25,26,7
26,29,1
26,27,2
27,28,6
27,29,10
28,29,10
