task,cost
0,25.1
1,9.34
2,43.13
3,9.03
4,34.96
5,41.78
6,11.33
7,18.02
8,27.68
9,47.52
10,28.1
11,18.71
12,29.98
13,23.85
14,37.57
15,14.32
16,9.23
17,21.47
18,30.15
19,20.56
20,18.19
21,43.34
22,18.85
23,26.02
24,18.62
25,41.78
26,13.07
27,38.91
28,18.13
29,52.69
30,52.22
31,13.54
32,29.91
33,22.08
34,47.38
35,26.86
36,44.82
37,10.99
38,15.75
39,21.29
40,56.97
41,54.6
42,25.94
43,29.79
44,40.13
45,10.46
46,45.95
47,40.54
48,50.85
49,13.18
50,38.62
51,47.78
52,18.81
53,22.65
54,10.8
55,48.02
56,51.88
57,42.11
58,19.74
59,11.06
60,49.19
61,29.29
62,16.24
63,11.35
64,17.94
65,21.69
66,25.97
67,17.69
68,35.9
69,42.03
70,28.64
71,45.18
72,37.7
73,23.0
74,23.2
75,24.47
76,23.2
77,32.87
78,14.01
79,34.29
