task,cost
0,39.42
1,20.42
2,25.55
3,11.17
4,43.63
5,58.44
6,26.14
7,35.26
8,16.02
9,10.33
10,23.06
11,24.58
12,31.19
13,31.03
14,45.86
15,45.47
16,18.62
17,16.05
18,15.95
19,60.88
20,34.12
21,21.18
22,37.5
23,42.15
24,31.86
25,33.99
26,31.2
27,35.3
28,11.18
29,19.31
30,34.73
31,37.2
32,21.17
33,18.51
34,13.24
35,56.38
36,35.94
37,47.26
38,40.8
39,38.35
40,9.8
41,36.37
42,17.78
43,30.71
44,24.1
45,10.82
46,12.56
47,40.45
48,31.83
49,22.56
50,13.61
51,43.42
52,39.64
53,30.25
54,32.03
55,17.54
56,35.65
57,12.17
58,23.5
59,31.34
60,22.53
61,14.5
62,31.45
63,43.04
64,32.89
65,15.62
66,31.33
67,29.81
68,49.79
69,37.22
70,40.48
71,54.22
72,42.7
73,20.95
74,35.37
75,32.07
76,12.0
77,19.55
78,17.41
79,40.34
80,31.43
81,39.12
82,23.28
83,38.63
84,52.95
85,41.26
86,46.42
87,29.27
88,17.15
89,24.9
90,32.85
91,16.08
92,27.89
93,19.02
94,19.8
95,13.35
96,29.43
97,30.67
98,20.79
99,35.09
