task,cost
0,12.99
1,12.19
2,21.91
3,56.75
4,39.67
5,47.74
6,13.09
7,24.8
8,22.98
9,25.52
10,26.61
11,36.97
12,40.02
13,34.36
14,17.97
15,23.93
16,17.2
17,40.54
18,57.45
19,51.0
20,11.2
21,14.37
22,31.56
23,43.63
24,16.87
25,35.56
26,35.93
27,11.97
28,41.51
29,30.22
30,18.51
31,25.98
32,26.23
33,17.58
34,33.32
35,8.23
36,26.16
37,26.99
38,43.59
39,10.17
40,54.82
41,26.99
42,35.89
43,15.08
44,26.22
45,52.25
46,13.18
47,12.24
48,26.08
49,25.66
50,20.92
51,44.77
52,19.45
53,29.17
54,13.65
55,9.78
56,39.58
57,48.24
58,35.19
59,23.27
60,18.9
61,36.04
62,22.72
63,12.16
64,20.05
65,19.17
66,14.52
67,19.04
68,10.87
69,27.71
70,13.55
71,44.61
72,51.88
73,44.1
74,15.58
75,9.13
76,19.08
77,21.37
78,27.15
79,28.27
80,37.74
81,23.36
82,34.86
83,46.09
84,44.22
85,38.95
86,19.48
87,21.76
88,44.92
89,34.8
90,43.96
91,20.45
92,38.82
93,32.81
94,39.45
95,31.58
96,31.97
97,29.19
98,33.68
99,35.66
