task,cost
0,56.25
1,17.72
2,45.42
3,17.58
4,33.23
5,13.7
6,26.04
7,18.69
8,14.65
9,12.49
10,35.53
11,37.21
12,31.45
13,60.27
14,16.58
15,26.61
16,37.78
17,10.21
18,20.44
19,30.15
20,25.02
21,9.22
22,54.83
23,11.65
24,17.79
25,13.25
26,27.58
27,40.75
28,14.91
29,18.26
30,29.65
31,29.2
32,21.54
33,9.12
34,40.86
35,21.7
36,42.14
37,35.7
38,26.72
39,20.02
40,19.37
41,34.35
42,11.63
43,42.07
44,48.66
45,49.48
46,39.25
47,33.8
48,27.91
49,44.68
50,33.63
51,16.04
52,18.15
53,31.55
54,29.63
55,41.56
56,37.11
57,21.99
58,19.95
59,18.39
60,27.88
61,45.31
62,35.92
63,40.47
64,25.76
65,26.67
66,23.39
67,21.86
68,16.99
69,53.83
70,11.34
71,27.83
72,15.54
73,34.62
74,19.81
75,23.47
76,7.95
77,56.6
78,22.09
79,54.83
80,49.23
81,38.5
82,35.04
83,45.98
84,40.68
85,49.53
86,41.26
87,45.83
88,31.81
89,16.05
90,38.5
91,15.17
92,16.11
93,26.35
94,14.68
95,28.93
96,13.91
97,18.28
98,49.35
99,32.19
