task,cost
0,12.26
1,31.95
2,29.41
3,9.84
4,41.29
5,30.02
6,14.19
7,30.81
8,35.31
9,38.53
10,19.68
11,42.5
12,38.78
13,15.3
14,9.71
15,16.61
16,18.55
17,49.18
18,17.71
19,35.39
20,21.5
21,38.79
22,49.0
23,22.95
24,27.33
25,60.44
26,37.67
27,59.86
28,32.68
29,21.07
30,20.96
31,41.95
32,15.84
33,46.84
34,19.88
35,60.41
36,9.17
37,26.05
38,43.51
39,15.63
40,16.79
41,18.05
42,27.4
43,30.33
44,19.75
45,50.06
46,24.21
47,33.92
48,36.1
49,32.77
50,31.03
51,42.45
52,22.98
53,22.76
54,30.1
55,40.71
56,39.93
57,32.96
58,39.92
59,35.14
60,34.65
61,31.7
62,35.63
63,33.19
64,33.48
65,47.23
66,33.29
67,27.93
68,39.52
69,40.61
