task,cost
0,10.72
1,17.7
2,18.0
3,58.3
4,15.77
5,19.66
6,51.4
7,18.44
8,21.91
9,19.06
10,35.5
11,33.96
12,58.59
13,33.72
14,54.13
15,27.65
16,12.34
17,35.16
18,13.68
19,22.81
20,18.44
21,15.33
22,17.11
23,16.82
24,12.01
25,22.46
26,38.4
27,21.06
28,25.83
29,28.99
30,26.16
31,38.47
32,38.22
33,57.77
34,26.03
35,37.21
36,24.12
37,32.73
38,37.37
39,45.35
40,52.19
41,29.81
42,20.76
43,25.55
44,32.68
45,32.8
46,17.98
47,17.03
48,37.87
49,40.64
50,55.53
51,41.0
52,31.72
53,41.84
54,14.38
55,23.05
56,19.99
57,38.63
58,39.56
59,20.57
60,29.45
61,9.22
62,24.55
63,40.87
64,28.89
65,41.01
66,23.89
67,19.69
68,10.38
69,38.39
70,18.64
71,24.17
72,30.77
73,11.98
74,21.24
75,36.78
76,32.5
77,34.28
78,25.91
79,13.52
