task,cost
0,12.1
1,15.55
2,32.79
3,18.51
4,39.55
5,28.81
6,37.83
7,46.43
8,31.11
9,36.55
10,38.91
11,12.22
12,30.57
13,39.88
14,35.56
15,32.3
16,36.95
17,21.17
18,25.36
19,13.17
20,15.94
21,38.04
22,41.23
23,18.82
24,44.39
25,47.88
26,26.3
27,38.93
28,42.3
29,54.66
30,26.63
31,17.86
32,12.31
33,29.01
34,24.73
35,10.91
36,9.77
37,20.37
38,29.22
39,49.66
40,38.36
41,35.81
42,28.47
43,31.63
44,19.48
45,45.02
46,11.98
47,31.2
48,30.84
49,42.25
50,16.14
51,31.39
52,22.23
53,18.38
54,16.08
55,25.28
56,12.68
57,28.02
58,36.69
59,31.51
60,18.25
61,12.1
62,33.49
63,12.45
64,15.71
65,47.25
66,54.29
67,9.01
68,41.19
69,12.2
70,27.0
71,15.91
72,31.82
73,30.11
74,12.73
75,46.07
76,19.44
77,49.9
78,26.96
79,25.73
80,31.01
81,21.02
82,41.49
83,29.1
84,22.02
85,37.39
86,30.17
87,13.89
88,11.79
89,44.02
