src,dst,comm
0,4,10
0,21,7
1,29,5
1,20,8
1,8,10
2,16,1
2,24,8
2,20,6
3,4,5
3,15,2
3,17,8
3,20,1
4,17,8
4,20,10
4,22,10
5,29,5
6,25,3
6,27,2
6,15,10
7,23,1
7,19,4
7,21,4
8,9,6
8,10,10
9,29,7
9,11,4
10,17,4
10,26,3
11,21,2
11,28,5
12,16,7
12,25,4
12,21,10
12,24,4
13,29,3
13,14,7
13,20,5
14,25,7
15,25,1
15,29,9
16,23,4
16,28,6
17,26,6
17,18,1
17,29,4
17,22,6
18,26,7
19,24,3
19,27,1
19,20,2
19,28,10
20,29,7
21,22,9
21,26,8
22,26,10
22,25,5
23,28,7
23,24,5
23,25,7
24,27,1
24,29,4
24,26,1
25,28,10
25,29,8
25,26,10
26,29,9
26,27,9
26,28,6
27,28,1
28,29,4
