src,dst,comm
0,78,2
0,60,10
0,23,6
0,58,1
1,11,9
1,65,4
1,2,3
2,69,5
2,71,3
2,8,5
3,45,1
4,25,5
4,21,7
4,13,4
4,38,2
5,70,9
5,45,6
5,26,8
6,8,6
6,40,6
6,78,10
6,55,1
7,22,6
7,75,3
8,65,6
9,69,1
10,51,1
10,19,1
10,45,8
10,27,7
11,57,6
11,75,3
12,52,4
12,17,9
13,27,1
13,67,1
13,15,1
14,70,5
14,71,3
15,27,3
16,30,10
16,73,2
16,64,8
17,20,10
17,31,5
17,49,6
17,56,3
18,19,7
18,44,7
19,74,2
19,71,4
20,36,1
20,28,2
21,48,6
22,29,10
23,79,4
24,67,8
24,53,9
24,65,2
25,68,6
26,35,1
26,36,9
26,46,9
27,48,2
27,39,3
27,70,5
27,28,5
28,40,10
28,39,3
28,35,3
29,55,4
29,68,3
29,78,6
29,51,1
30,62,3
30,71,2
31,52,6
31,71,3
31,76,2
31,33,4
32,76,5
32,61,7
32,49,5
32,70,1
33,35,6
33,63,2
34,47,10
34,79,1
35,50,9
35,55,1
35,49,1
36,66,1
37,67,9
38,72,5
38,39,3
38,69,9
38,59,9
39,59,6
39,58,6
39,63,8
40,70,6
40,57,6
40,60,5
41,72,3
41,58,5
41,69,5
42,74,1
42,69,6
43,76,8
44,70,9
44,71,2
44,78,1
45,57,1
46,71,3
47,60,5
48,63,7
48,71,5
49,70,2
49,72,8
50,63,4
51,74,7
51,53,6
51,55,8
51,76,9
52,64,4
53,60,8
54,62,6
54,63,3
54,74,1
55,70,6
55,67,9
55,72,5
56,68,8
56,74,1
56,79,5
56,76,4
57,64,7
58,69,1
58,61,4
58,65,7
59,64,5
59,77,10
60,76,6
60,70,3
61,73,1
61,76,7
61,66,7
61,71,1
62,67,10
62,75,2
62,74,4
62,63,6
63,65,10
63,70,10
63,67,7
64,73,8
64,75,6
65,78,8
65,71,2
66,77,8
67,70,2
67,72,4
68,78,9
69,79,2
69,72,6
69,75,2
70,74,7
71,73,8
71,79,2
71,77,3
71,76,1
72,78,10
72,79,4
73,75,5
73,77,10
73,76,7
73,78,8
74,75,1
74,76,3
74,78,3
75,78,4
75,79,1
76,77,1
76,78,4
77,78,4
77,79,7
78,79,10
