task,cost
0,24.91
1,38.96
2,14.49
3,49.32
4,51.68
5,32.13
6,39.91
7,37.25
8,40.63
9,23.04
10,40.38
11,36.95
12,27.83
13,23.78
14,46.96
15,30.08
16,16.58
17,18.11
18,38.22
19,32.41
20,23.44
21,19.97
22,45.78
23,35.0
24,38.9
25,15.78
26,56.68
27,50.49
28,11.34
29,43.96
30,27.95
31,21.14
32,20.29
33,51.47
34,15.07
35,58.06
36,23.98
37,51.89
38,54.21
39,14.51
40,29.28
41,36.01
42,35.39
43,57.18
44,13.07
45,30.74
46,36.74
47,13.43
48,16.99
49,31.83
50,50.45
51,56.39
52,36.89
53,15.0
54,45.38
55,11.01
56,31.1
57,11.45
58,26.53
59,40.1
