task,cost
0,33.24
1,35.84
2,23.04
3,47.49
4,42.4
5,38.62
6,43.63
7,20.21
8,23.76
9,22.3
10,21.39
11,27.46
12,25.36
13,54.52
14,12.42
15,29.2
16,43.05
17,44.43
18,35.52
19,47.12
20,54.72
21,34.62
22,31.86
23,44.69
24,37.96
25,45.27
26,10.5
27,57.84
28,32.24
29,12.49
30,16.2
31,32.49
32,20.78
33,13.19
34,54.18
35,49.04
36,51.28
37,26.84
38,52.19
39,33.58
40,22.65
41,14.33
42,19.86
43,21.75
44,15.53
45,29.84
46,32.04
47,39.66
48,41.88
49,34.97
50,46.67
51,42.18
52,25.63
53,55.94
54,51.13
55,27.32
56,15.01
57,57.27
58,12.32
59,41.45
60,25.65
61,39.2
62,43.9
63,18.09
64,10.1
65,22.47
66,32.17
67,33.37
68,9.88
69,30.32
