task,cost
0,36.29
1,61.38
2,15.43
3,11.46
4,49.63
5,21.08
6,15.82
7,25.12
8,27.23
9,34.1
10,38.72
11,45.37
12,27.53
13,48.41
14,34.58
15,23.12
16,17.35
17,36.25
18,15.34
19,39.04
20,46.23
21,41.52
22,19.99
23,33.98
24,31.85
25,22.15
26,35.71
27,28.71
28,25.71
29,11.47
30,20.88
31,23.92
32,38.44
33,25.96
34,47.16
35,45.69
36,35.91
37,37.97
38,25.21
39,32.47
40,33.2
41,22.36
42,41.73
43,24.89
44,27.8
45,21.45
46,23.65
47,35.53
48,46.39
49,11.56
50,30.19
51,42.13
52,17.62
53,26.21
54,22.65
55,11.32
56,40.2
57,33.29
58,22.95
59,13.01
60,36.25
61,30.99
62,23.57
63,10.19
64,30.86
65,45.45
66,41.5
67,26.73
68,50.18
69,18.26
70,24.89
71,28.47
72,19.71
73,36.0
74,23.04
75,43.87
76,26.36
77,17.13
78,25.7
79,30.54
80,12.91
81,34.24
82,28.22
83,26.42
84,11.28
85,34.69
86,52.2
87,15.77
88,47.26
89,29.99
90,38.93
91,39.47
92,31.01
93,58.55
94,57.02
95,25.48
96,44.18
97,34.13
98,30.33
99,39.67
