task,cost
0,10.66
1,45.43
2,21.83
3,36.87
4,17.41
5,11.67
6,23.89
7,12.39
8,41.68
9,11.46
10,30.36
11,42.94
12,12.17
13,11.6
14,54.78
15,15.06
16,15.87
17,52.96
18,36.62
19,19.39
20,36.69
21,15.96
22,43.04
23,30.75
24,18.24
25,48.93
26,23.26
27,26.59
28,36.81
29,20.34
30,43.89
31,37.97
32,47.43
33,49.81
34,19.56
35,40.76
36,38.95
37,42.98
38,47.98
39,18.76
40,37.29
41,32.7
42,43.92
43,43.79
44,32.32
45,36.23
46,30.03
47,49.62
48,15.15
49,15.49
50,39.88
51,34.63
52,37.38
53,12.69
54,24.65
55,18.98
56,16.34
57,45.29
58,16.87
59,14.43
60,19.62
61,50.63
62,47.01
63,42.68
64,34.46
65,16.84
66,30.73
67,9.45
68,51.26
69,11.21
