task,cost
0,36.61
1,18.72
2,27.76
3,23.09
4,44.64
5,25.61
6,29.62
7,37.49
8,26.79
9,29.3
10,56.32
11,54.97
12,30.96
13,36.76
14,15.88
15,23.79
16,11.48
17,10.71
18,37.96
19,19.12
20,19.23
21,22.37
22,39.37
23,38.37
24,34.81
25,19.85
26,39.91
27,34.95
28,32.48
29,10.65
30,15.25
31,16.92
32,48.43
33,25.65
34,22.96
35,28.76
36,26.78
37,40.8
38,36.9
39,57.53
40,37.1
41,26.31
42,43.71
43,52.72
44,35.03
45,47.94
46,21.91
47,14.65
48,20.26
49,19.65
50,19.35
51,23.5
52,40.99
53,21.57
54,27.27
55,18.28
56,33.81
57,36.26
58,24.93
59,33.72
60,33.98
61,16.85
62,27.56
63,24.82
64,27.69
65,31.39
66,37.98
67,30.22
68,45.3
69,25.42
70,50.27
71,27.42
72,46.93
73,32.42
74,23.48
75,12.28
76,40.67
77,22.5
78,25.26
79,18.05
