src,dst,comm
0,22,8
0,12,9
0,4,2
0,76,7
1,56,4
1,88,2
2,6,1
2,93,10
2,22,8
3,74,5
3,39,9
3,75,3
4,32,9
5,81,4
5,42,9
6,30,9
6,73,3
6,56,5
6,97,10
7,14,1
7,71,3
8,10,8
9,31,1
9,63,8
10,91,5
10,44,7
11,41,10
12,44,10
13,61,4
14,43,5
14,36,7
14,90,1
15,57,8
15,64,9
15,54,8
16,37,1
16,47,9
17,89,6
17,95,4
18,38,4
18,68,6
18,76,10
18,61,5
19,63,4
19,95,5
19,55,9
20,22,8
20,29,9
20,45,2
20,48,5
21,50,3
22,46,3
22,92,8
22,27,6
22,56,5
23,63,10
23,45,3
23,53,8
23,77,4
24,26,8
24,35,2
25,30,8
25,72,7
25,41,2
26,74,7
26,54,10
26,98,7
26,58,9
27,91,7
27,29,5
28,37,7
28,41,5
29,57,5
29,68,10
29,62,6
29,55,3
30,51,3
31,68,6
31,54,4
32,77,1
32,39,4
32,51,3
32,69,7
33,36,4
33,45,4
34,37,2
35,71,1
36,84,6
36,67,6
37,84,3
37,69,4
37,62,2
38,55,7
38,86,10
39,54,9
40,87,9
41,99,5
42,62,4
42,57,1
42,72,10
42,71,3
43,57,2
43,45,4
44,68,9
45,61,1
46,94,9
46,95,10
47,62,7
47,85,4
47,52,6
47,80,4
48,78,1
48,66,5
49,94,8
49,53,9
49,70,1
49,63,6
50,67,7
50,58,6
51,61,2
51,98,6
51,68,10
51,86,1
52,61,3
52,72,6
53,67,6
53,75,8
53,63,1
53,68,1
54,67,7
54,71,3
55,73,1
55,84,1
55,58,5
55,82,5
56,96,7
56,63,7
57,87,6
57,80,5
57,69,3
58,78,9
58,68,7
58,99,1
58,81,1
59,99,7
59,93,9
60,62,10
60,75,8
60,97,1
61,75,1
61,85,5
61,99,7
61,83,6
62,68,1
62,67,3
63,78,7
64,82,4
64,79,6
65,77,10
65,90,2
65,84,10
65,74,6
66,74,3
66,86,6
67,96,8
67,79,5
67,99,8
68,79,1
68,89,9
68,91,6
68,85,10
69,74,1
69,76,8
69,77,5
69,92,5
70,81,9
71,84,1
71,81,6
71,93,1
72,99,2
73,92,7
74,83,10
74,76,7
75,91,10
75,83,3
75,86,10
76,90,2
76,92,7
76,84,6
77,96,10
77,80,3
78,92,7
78,95,1
78,83,9
78,90,10
79,86,7
79,91,9
79,97,9
80,90,5
80,86,8
80,84,4
81,84,2
81,90,4
81,83,10
82,86,9
82,93,2
82,89,2
82,98,7
83,94,2
83,92,6
83,96,9
84,97,9
84,94,3
84,88,1
84,87,9
85,97,3
86,87,8
86,95,6
87,98,1
87,96,3
88,90,8
88,96,4
89,97,4
90,91,6
91,99,10
91,94,7
91,97,3
92,95,7
92,93,1
92,98,1
93,99,10
93,95,5
94,96,10
94,98,7
94,95,6
95,99,6
95,96,8
96,99,5
97,99,10
98,99,7
