task,cost
0,57.02
1,17.85
2,36.31
3,9.79
4,19.18
5,35.68
6,14.83
7,33.25
8,41.32
9,32.02
10,16.15
11,15.02
12,18.23
13,30.88
14,24.89
15,25.27
16,54.09
17,13.9
18,19.18
19,39.55
20,42.83
21,13.97
22,40.75
23,29.4
24,7.63
25,55.96
26,13.76
27,17.93
28,17.11
29,36.63
30,28.15
31,34.13
32,25.92
33,24.04
34,33.17
35,8.76
36,24.0
37,14.98
38,37.75
39,53.05
40,28.05
41,11.53
42,23.49
43,47.36
44,16.7
45,16.79
46,19.4
47,23.55
48,45.41
49,20.16
50,48.84
51,12.64
52,57.14
53,43.48
54,10.75
55,21.46
56,41.59
57,55.39
58,16.54
59,13.1
60,43.15
61,45.13
62,30.39
63,36.94
64,9.05
65,17.53
66,14.14
67,26.93
68,48.22
69,46.1
70,51.17
71,19.41
72,31.18
73,38.36
74,27.47
75,14.97
76,43.79
77,23.27
78,17.68
79,28.12
