src,dst,comm
0,51,8
0,62,10
1,53,9
1,5,1
1,38,1
1,33,3
2,35,8
2,77,3
2,53,6
3,67,8
4,58,6
5,64,3
5,77,9
5,73,1
5,42,6
6,15,4
6,44,4
6,65,7
6,28,9
7,69,1
7,74,4
7,76,10
8,24,10
8,41,5
8,51,7
8,20,5
9,25,6
9,44,3
9,47,2
9,57,1
10,63,3
10,75,10
10,78,10
11,42,2
11,74,8
12,74,3
12,40,10
12,61,4
13,49,7
14,19,8
14,73,8
14,72,3
14,62,7
15,55,4
15,72,10
15,71,4
16,47,8
16,17,4
17,21,8
17,52,4
18,25,2
18,62,8
19,50,9
20,45,8
20,30,1
21,72,3
22,23,7
22,60,1
22,74,8
23,71,1
23,65,8
23,40,9
23,27,7
24,77,8
24,72,1
24,42,4
25,37,2
25,69,5
25,50,9
25,48,5
26,35,7
26,59,10
26,66,7
27,38,10
27,43,10
28,61,6
29,36,1
29,46,5
30,32,2
31,64,6
31,72,3
31,71,3
32,78,10
33,61,10
33,50,2
33,48,4
33,79,9
34,58,3
34,41,9
35,77,1
35,51,4
35,79,6
36,66,6
36,68,4
37,65,6
37,44,8
38,56,10
38,79,6
38,64,9
39,79,2
39,40,8
39,78,8
39,59,9
40,47,3
40,49,7
40,72,7
41,65,9
41,70,10
41,68,10
41,71,1
42,63,7
43,69,3
43,60,8
43,44,2
43,47,3
44,66,1
44,70,7
44,55,7
45,49,10
45,79,6
45,56,6
45,61,3
46,79,2
46,68,4
46,48,10
46,74,10
47,66,2
47,60,7
47,76,10
47,62,5
48,79,8
48,76,8
48,75,2
48,52,1
49,71,2
49,64,6
49,56,2
49,66,8
50,71,1
50,59,8
51,63,4
51,52,5
51,62,1
52,72,4
52,66,2
52,65,9
52,74,10
53,63,9
53,66,3
53,56,2
54,63,9
54,66,10
54,56,4
54,69,1
55,65,9
55,72,3
55,76,2
55,71,7
56,71,2
56,69,4
56,72,10
56,58,6
57,65,5
57,73,9
57,68,2
57,66,7
58,69,5
59,64,8
59,77,7
59,73,2
59,63,2
60,71,9
60,78,9
60,70,9
60,64,1
61,63,5
61,74,2
61,70,9
61,64,5
62,67,1
62,73,4
62,79,2
62,74,5
63,79,3
63,76,9
63,75,7
63,70,8
64,77,2
64,73,3
65,76,6
65,74,5
65,70,4
66,73,8
66,68,10
67,70,4
67,77,5
67,69,4
67,76,4
68,77,4
68,71,8
68,70,4
68,79,5
69,79,10
69,76,10
69,73,10
70,75,1
70,76,1
70,78,10
70,74,8
71,73,3
71,78,5
72,77,2
72,79,9
72,76,7
72,73,7
73,74,7
73,78,9
73,79,6
73,75,7
74,76,1
74,79,9
74,77,7
75,76,7
75,79,7
76,78,10
76,77,8
76,79,6
77,78,4
77,79,6
78,79,3
