task,cost
0,35.88
1,17.2
2,23.34
3,19.33
4,37.2
5,12.87
6,35.21
7,37.94
8,13.53
9,14.07
10,29.03
11,19.91
12,41.88
13,25.97
14,19.51
15,15.87
16,33.14
17,34.83
18,11.66
19,24.3
20,27.19
21,27.42
22,27.71
23,32.12
24,12.78
25,28.31
26,14.17
27,12.32
28,14.51
29,36.72
30,27.69
31,38.39
32,19.95
33,48.01
34,16.04
35,25.67
36,18.42
37,29.32
38,13.75
39,48.11
40,8.56
41,17.24
42,18.56
43,34.84
44,36.83
45,30.96
46,43.37
47,40.21
48,9.88
49,59.6
50,50.46
51,31.89
52,46.18
53,19.98
54,23.56
55,34.18
56,12.06
57,29.23
58,11.66
59,24.6
60,29.51
61,18.03
62,45.44
63,34.26
64,18.68
65,21.96
66,38.54
67,14.51
68,15.96
69,41.21
70,18.49
71,10.39
72,28.67
73,23.11
74,15.54
75,16.18
76,34.42
77,22.63
78,25.34
79,9.56
80,27.02
81,28.66
82,20.9
83,37.63
84,26.98
85,11.44
86,47.44
87,29.43
88,36.37
89,31.68
