task,cost
0,43.25
1,30.64
2,47.18
3,34.78
4,19.28
5,27.26
6,45.8
7,45.85
8,51.23
9,34.99
10,36.59
11,51.48
12,28.87
13,18.79
14,18.3
15,34.17
16,34.12
17,39.42
18,18.95
19,30.57
20,39.96
21,15.76
22,46.88
23,9.94
24,9.06
25,26.16
26,9.69
27,34.48
28,40.94
29,50.76
30,55.49
31,25.95
32,31.65
33,39.84
34,12.48
35,23.49
36,25.71
37,48.57
38,50.69
39,27.57
40,32.52
41,32.92
42,22.2
43,31.0
44,18.88
45,11.11
46,12.38
47,39.34
48,21.39
49,15.37
50,32.98
51,49.36
52,27.59
53,34.38
54,60.54
55,34.43
56,23.46
57,8.15
58,32.37
59,21.18
60,29.11
61,27.42
62,13.22
63,11.59
64,35.61
65,26.41
66,55.86
67,11.34
68,43.59
69,47.81
